image_path,important_labels
images/1011.jpg,"[""asymmetry:умеренная"", ""contrast:выраженный"", ""dominant_hue:красновато-коричневый"", ""rim:тёмный ободок по краю"", ""delta_V_center_periphery:значительно_темнее"", ""lobulation:лобуляции слабые"", ""shape:овальная"", ""eccentricity:умеренно_вытянутая"", ""fractal_dimension:изрезанная"", ""structure_order:средне упорядоченная""]"
images/1012.jpg,"[""asymmetry:умеренная"", ""contrast:выраженный"", ""dominant_hue:красный"", ""delta_V_center_periphery:значительно_темнее"", ""delta_V_inner_rim:темнее_центра"", ""lobulation:лобуляции слабые"", ""shape:округлая"", ""fractal_dimension:умеренно_изрезанная"", ""texture:преимущественно однородная"", ""structure_order:средне упорядоченная""]"
images/1013.jpg,"[""asymmetry:выраженная"", ""palette:монотонная"", ""dominant_hue:красновато-коричневый"", ""delta_V_center_periphery:значительно_темнее"", ""delta_V_top_bottom:сильная_низ_верх"", ""shape:овальная"", ""eccentricity:сильно_вытянутая"", ""borders:умеренно неровные"", ""texture_coarseness:средняя"", ""structure_order:средне упорядоченная""]"
images/1014.jpg,"[""asymmetry:выраженная"", ""contrast:умеренный"", ""dominant_hue:красновато-коричневый"", ""rim:тёмный ободок по краю"", ""delta_V_center_periphery:значительно_темнее"", ""shape:овальная"", ""area:маленький"", ""borders:умеренно неровные"", ""texture_coarseness:средняя"", ""structure_order:средне упорядоченная""]"
images/1015.jpg,"[""asymmetry:умеренная"", ""dominant_hue:красновато-коричневый"", ""rim:тёмный ободок по краю"", ""delta_V_center_periphery:значительно_темнее"", ""lobulation:лобуляции отсутствуют"", ""shape:округлая"", ""borders:ровные"", ""fractal_dimension:умеренно_изрезанная"", ""texture_coarseness:средняя"", ""structure_order:средне упорядоченная""]"
images/1016.jpg,"[""asymmetry:умеренная"", ""pigmentation:с примесью красного или синего"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:умеренный"", ""rim:тёмный ободок по краю"", ""delta_V_inner_rim:слегка_темнее"", ""area:очень_маленький"", ""perimeter:маленький"", ""fractal_dimension:гладкая"", ""texture:неоднородная""]"
images/1017.jpg,"[""asymmetry:выраженная"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:выраженный"", ""rim:тёмный ободок по краю"", ""delta_V_inner_rim:слегка_темнее"", ""lobulation:лобуляции слабые"", ""shape:овальная"", ""radial_variance:средняя"", ""texture:неоднородная"", ""structure_order:упорядоченная""]"
images/1018.jpg,"[""asymmetry:умеренная"", ""pigmentation:с примесью красного или синего"", ""color_distance_euclidean:умеренный"", ""rim:тёмный ободок по краю"", ""delta_V_center_periphery:темнее"", ""lobulation:лобуляции слабые"", ""borders:умеренно неровные"", ""perimeter_area_ratio:среднее"", ""texture:умеренно неоднородная"", ""structure_order:средне упорядоченная""]"
images/1019.jpg,"[""asymmetry:умеренная"", ""contrast:умеренный"", ""dominant_hue:красновато-коричневый"", ""rim:тёмный ободок по краю"", ""delta_V_inner_rim:слегка_темнее"", ""lobulation:лобуляции отсутствуют"", ""shape:овальная"", ""area:очень_маленький"", ""borders:умеренно неровные"", ""structure_order:упорядоченная""]"
images/102.jpg,"[""asymmetry:умеренная"", ""pigmentation:с примесью красного или синего"", ""color_distance_euclidean:умеренный"", ""rim:без выраженного ободка"", ""delta_S_top_bottom:сильная_верх_низ"", ""shape:неправильная"", ""perimeter:большой"", ""borders:фестончатые"", ""structure_order:хаотичная""]"
images/1020.jpg,"[""asymmetry:умеренная"", ""contrast:выраженный"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:выраженный"", ""rim:тёмный ободок по краю"", ""delta_V_center_periphery:значительно_темнее"", ""delta_V_inner_rim:темнее_центра"", ""shape:округлая"", ""area:очень_маленький"", ""texture:умеренно неоднородная""]"
images/1021.jpg,"[""asymmetry:слабая"", ""contrast:низкий"", ""pigmentation:с примесью красного или синего"", ""color_distance_euclidean:очень_слабый"", ""rim:без выраженного ободка"", ""delta_V_inner_rim:одинаковый"", ""elongation:вытянутая"", ""shape:неправильная"", ""fractal_dimension:изрезанная"", ""texture_coarseness:гладкая""]"
images/1022.jpg,"[""asymmetry:выраженная"", ""contrast:умеренный"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:выраженный"", ""delta_S_center_periphery:умеренно_выше"", ""delta_V_left_right:сильная_право_лево"", ""elongation:вытянутая"", ""shape:овальная"", ""radial_variance:высокая"", ""structure_order:хаотичная""]"
images/1023.jpg,"[""asymmetry:выраженная"", ""contrast:выраженный"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:выраженный"", ""rim:тёмный ободок по краю"", ""delta_V_inner_rim:темнее_центра"", ""delta_V_left_right:слабая"", ""shape:округлая"", ""borders:умеренно неровные"", ""texture:умеренно неоднородная""]"
images/1024.jpg,"[""asymmetry:выраженная"", ""contrast:умеренный"", ""pigmentation:с примесью красного или синего"", ""color_distance_euclidean:выраженный"", ""rim:тёмный ободок по краю"", ""delta_V_inner_rim:слегка_темнее"", ""shape:овальная"", ""area:маленький"", ""fractal_dimension:гладкая"", ""texture_coarseness:грубая""]"
images/1025.jpg,"[""asymmetry:выраженная"", ""dominant_hue:красный"", ""color_distance_euclidean:выраженный"", ""rim:тёмный ободок по краю"", ""delta_V_center_periphery:значительно_темнее"", ""shape:округлая"", ""area:маленький"", ""borders:умеренно неровные"", ""texture_coarseness:грубая"", ""structure_order:хаотичная""]"
images/1026.jpg,"[""asymmetry:умеренная"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:выраженный"", ""delta_S_center_periphery:умеренно_выше"", ""delta_V_inner_rim:темнее_центра"", ""elongation:умеренно вытянутая"", ""shape:округлая"", ""area:маленький"", ""borders:умеренно неровные"", ""texture_coarseness:грубая""]"
images/1027.jpg,"[""asymmetry:умеренная"", ""palette:монотонная"", ""color_homogeneity:цвет однородный"", ""dominant_hue:красновато-коричневый"", ""delta_V_center_periphery:темнее"", ""delta_V_inner_rim:слегка_темнее"", ""delta_V_left_right:слабая"", ""shape:овальная"", ""perimeter_area_ratio:низкое"", ""texture:умеренно неоднородная""]"
images/1028.jpg,"[""asymmetry:умеренная"", ""contrast:умеренный"", ""pigmentation:с примесью красного или синего"", ""color_distance_euclidean:умеренный"", ""delta_V_center_periphery:темнее"", ""elongation:умеренно вытянутая"", ""shape:неправильная"", ""perimeter:большой"", ""fractal_dimension:изрезанная"", ""lbp_std:высокий""]"
images/1029.jpg,"[""asymmetry:выраженная"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_V_inner_rim:слегка_темнее"", ""delta_V_left_right:сильная_право_лево"", ""shape:неправильная"", ""eccentricity:умеренно_вытянутая"", ""fractal_dimension:изрезанная"", ""texture:неоднородная"", ""lbp_std:высокий""]"
images/103.jpg,"[""contrast:умеренный"", ""dominant_hue:красный"", ""color_distance_euclidean:умеренный"", ""delta_V_center_periphery:темнее"", ""delta_V_left_right:сильная_лево_право"", ""shape:овальная"", ""eccentricity:сильно_вытянутая"", ""fractal_dimension:умеренно_изрезанная"", ""structure_order:средне упорядоченная"", ""lbp_std:средний""]"
images/1030.jpg,"[""asymmetry:выраженная"", ""dominant_hue:красный"", ""color_balance_R:норма"", ""color_distance_euclidean:выраженный"", ""delta_V_center_periphery:значительно_темнее"", ""shape:овальная"", ""perimeter:большой"", ""borders:умеренно неровные"", ""texture_coarseness:грубая"", ""lbp_std:высокий""]"
images/1031.jpg,"[""contrast:умеренный"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_inner_rim:слегка_темнее"", ""shape:неправильная"", ""eccentricity:сильно_вытянутая"", ""borders:фестончатые"", ""structure_order:хаотичная"", ""lbp_std:высокий""]"
images/1032.jpg,"[""contrast:выраженный"", ""color_homogeneity:цвет однородный"", ""color_distance_euclidean:выраженный"", ""delta_V_center_periphery:значительно_темнее"", ""elongation:умеренно вытянутая"", ""shape:округлая"", ""borders:умеренно неровные"", ""texture:умеренно неоднородная"", ""structure_order:хаотичная"", ""lbp_std:высокий""]"
images/1033.jpg,"[""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:выраженный"", ""rim:тёмный ободок по краю"", ""delta_V_center_periphery:значительно_темнее"", ""delta_S_left_right:слабая"", ""elongation:умеренно вытянутая"", ""eccentricity:умеренно_вытянутая"", ""fractal_dimension:гладкая"", ""texture:неоднородная"", ""lbp_std:высокий""]"
images/1034.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет однородный"", ""color_distance_euclidean:выраженный"", ""rim:тёмный ободок по краю"", ""delta_V_top_bottom:сильная_верх_низ"", ""delta_S_left_right:слабая"", ""shape:округлая"", ""eccentricity:умеренно_вытянутая"", ""borders:умеренно неровные"", ""texture:неоднородная""]"
images/1035.jpg,"[""asymmetry:выраженная"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:умеренный"", ""delta_V_center_periphery:темнее"", ""delta_V_left_right:сильная_право_лево"", ""shape:неправильная"", ""perimeter:очень_большой"", ""eccentricity:умеренно_вытянутая"", ""borders:фестончатые"", ""lbp_std:высокий""]"
images/1036.jpg,"[""contrast:выраженный"", ""dominant_hue:красный"", ""color_distance_euclidean:выраженный"", ""delta_S_center_periphery:выше"", ""delta_V_center_periphery:значительно_темнее"", ""shape:овальная"", ""eccentricity:округлая"", ""fractal_dimension:умеренно_изрезанная"", ""glcm_entropy:высокая"", ""lbp_std:средний""]"
images/1037.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет однородный"", ""color_distance_euclidean:выраженный"", ""delta_V_center_periphery:темнее"", ""delta_V_left_right:слабая"", ""elongation:умеренно вытянутая"", ""shape:неправильная"", ""borders:фестончатые"", ""texture:преимущественно однородная"", ""lbp_std:средний""]"
images/1038.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет однородный"", ""color_distance_euclidean:выраженный"", ""delta_V_center_periphery:равная"", ""delta_V_inner_rim:слегка_темнее"", ""shape:неправильная"", ""perimeter:большой"", ""eccentricity:сильно_вытянутая"", ""texture_coarseness:средняя"", ""glcm_entropy:средняя""]"
images/1039.jpg,"[""asymmetry:выраженная"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:выраженный"", ""delta_V_center_periphery:значительно_темнее"", ""delta_V_top_bottom:сильная_низ_верх"", ""shape:округлая"", ""eccentricity:умеренно_вытянутая"", ""fractal_dimension:гладкая"", ""texture:умеренно неоднородная"", ""structure_order:средне упорядоченная""]"
images/104.jpg,"[""asymmetry:умеренная"", ""contrast:выраженный"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_S_center_periphery:выше"", ""delta_V_top_bottom:слабая"", ""shape:овальная"", ""eccentricity:умеренно_вытянутая"", ""fractal_dimension:изрезанная"", ""structure_order:средне упорядоченная""]"
images/1040.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет однородный"", ""color_distance_euclidean:выраженный"", ""delta_V_center_periphery:значительно_темнее"", ""delta_V_left_right:слабая"", ""shape:округлая"", ""perimeter:средний"", ""fractal_dimension:гладкая"", ""texture:преимущественно однородная"", ""structure_order:средне упорядоченная""]"
images/1041.jpg,"[""asymmetry:умеренная"", ""contrast:выраженный"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_V_center_periphery:значительно_темнее"", ""delta_V_inner_rim:слегка_темнее"", ""shape:овальная"", ""eccentricity:умеренно_вытянутая"", ""fractal_dimension:гладкая"", ""structure_order:средне упорядоченная""]"
images/1042.jpg,"[""contrast:умеренный"", ""color_homogeneity:цвет однородный"", ""color_distance_euclidean:умеренный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_inner_rim:слегка_темнее"", ""shape:овальная"", ""eccentricity:сильно_вытянутая"", ""fractal_dimension:изрезанная"", ""texture:преимущественно однородная"", ""structure_order:средне упорядоченная""]"
images/1043.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет однородный"", ""color_distance_euclidean:умеренный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_inner_rim:слегка_темнее"", ""elongation:умеренно вытянутая"", ""eccentricity:округлая"", ""fractal_dimension:умеренно_изрезанная"", ""texture:преимущественно однородная"", ""structure_order:средне упорядоченная""]"
images/1044.jpg,"[""asymmetry:умеренная"", ""contrast:выраженный"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_S_center_periphery:умеренно_выше"", ""delta_V_top_bottom:слабая"", ""delta_S_left_right:слабая"", ""shape:овальная"", ""perimeter:средний"", ""eccentricity:округлая""]"
images/1045.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:умеренный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_inner_rim:слегка_темнее"", ""shape:неправильная"", ""eccentricity:сильно_вытянутая"", ""fractal_dimension:изрезанная"", ""texture_coarseness:средняя"", ""structure_order:средне упорядоченная""]"
images/1046.jpg,"[""asymmetry:умеренная"", ""dominant_hue:красный"", ""color_distance_euclidean:умеренный"", ""delta_V_center_periphery:темнее"", ""delta_V_left_right:сильная_лево_право"", ""shape:неправильная"", ""area:маленький"", ""eccentricity:сильно_вытянутая"", ""fractal_dimension:умеренно_изрезанная"", ""structure_order:средне упорядоченная""]"
images/1047.jpg,"[""asymmetry:выраженная"", ""palette:двухцветная"", ""dominant_hue:красный"", ""color_distance_euclidean:выраженный"", ""delta_S_center_periphery:выше"", ""delta_V_inner_rim:слегка_темнее"", ""shape:овальная"", ""area:маленький"", ""eccentricity:умеренно_вытянутая"", ""texture:умеренно неоднородная""]"
images/1048.jpg,"[""asymmetry:выраженная"", ""contrast:выраженный"", ""dominant_hue:красный"", ""color_distance_euclidean:выраженный"", ""delta_S_center_periphery:выше"", ""delta_V_left_right:слабая"", ""shape:овальная"", ""area:маленький"", ""borders:умеренно неровные"", ""glcm_energy:низкая""]"
images/1049.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_center_periphery:значительно_темнее"", ""elongation:умеренно вытянутая"", ""shape:округлая"", ""area:маленький"", ""fractal_dimension:гладкая"", ""structure_order:средне упорядоченная""]"
images/105.jpg,"[""contrast:умеренный"", ""color_homogeneity:цвет однородный"", ""color_distance_euclidean:умеренный"", ""delta_S_center_periphery:умеренно_выше"", ""delta_V_top_bottom:слабая"", ""lobulation:лобуляции слабые"", ""shape:овальная"", ""area:маленький"", ""radial_variance:средняя"", ""structure_order:средне упорядоченная""]"
images/1050.jpg,"[""asymmetry:выраженная"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_V_center_periphery:значительно_темнее"", ""delta_V_left_right:сильная_право_лево"", ""elongation:вытянутая"", ""shape:овальная"", ""area:маленький"", ""radial_variance:высокая"", ""texture:умеренно неоднородная""]"
images/1051.jpg,"[""contrast:умеренный"", ""dominant_hue:красный"", ""color_distance_euclidean:умеренный"", ""delta_V_center_periphery:темнее"", ""delta_V_top_bottom:слабая"", ""shape:овальная"", ""perimeter:большой"", ""eccentricity:умеренно_вытянутая"", ""fractal_dimension:умеренно_изрезанная"", ""structure_order:средне упорядоченная""]"
images/1052.jpg,"[""asymmetry:слабая"", ""color_balance_R:повышен"", ""color_distance_euclidean:умеренный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_inner_rim:слегка_темнее"", ""elongation:умеренно вытянутая"", ""shape:овальная"", ""eccentricity:округлая"", ""borders:умеренно неровные"", ""structure_order:хаотичная""]"
images/1053.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_S_center_periphery:умеренно_выше"", ""delta_V_inner_rim:слегка_темнее"", ""shape:овальная"", ""perimeter:средний"", ""borders:умеренно неровные"", ""texture:неоднородная"", ""structure_order:хаотичная""]"
images/1054.jpg,"[""asymmetry:слабая"", ""palette:монотонная"", ""pigmentation:с примесью красного или синего"", ""color_distance_euclidean:выраженный"", ""delta_V_center_periphery:темнее"", ""delta_V_left_right:слабая"", ""shape:округлая"", ""eccentricity:умеренно_вытянутая"", ""borders:умеренно неровные"", ""texture_coarseness:грубая""]"
images/1055.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет однородный"", ""color_distance_euclidean:умеренный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""elongation:умеренно вытянутая"", ""shape:овальная"", ""area:маленький"", ""fractal_dimension:изрезанная"", ""texture:неоднородная"", ""texture_coarseness:грубая""]"
images/1056.jpg,"[""asymmetry:умеренная"", ""palette:монотонная"", ""color_homogeneity:цвет однородный"", ""color_distance_euclidean:выраженный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_center_periphery:темнее"", ""delta_V_left_right:слабая"", ""lobulation:лобуляции слабые"", ""shape:округлая"", ""area:очень_маленький""]"
images/1057.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет умеренно неоднородный"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:выраженный"", ""rim:тёмный ободок по краю"", ""delta_V_inner_rim:темнее_центра"", ""shape:овальная"", ""eccentricity:сильно_вытянутая"", ""fractal_dimension:изрезанная"", ""texture_coarseness:средняя""]"
images/1058.jpg,"[""asymmetry:умеренная"", ""dominant_hue:красновато-коричневый"", ""color_balance_R:норма"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_inner_rim:слегка_темнее"", ""elongation:умеренно вытянутая"", ""shape:овальная"", ""perimeter_area_ratio:среднее"", ""texture:неоднородная"", ""structure_order:хаотичная""]"
images/1059.jpg,"[""asymmetry:умеренная"", ""color_homogeneity:цвет однородный"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:умеренный"", ""delta_V_center_periphery:темнее"", ""delta_V_left_right:слабая"", ""shape:овальная"", ""eccentricity:умеренно_вытянутая"", ""structure_order:хаотичная"", ""lbp_std:высокий""]"
images/106.jpg,"[""asymmetry:умеренная"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:выраженный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_S_center_periphery:умеренно_выше"", ""delta_V_top_bottom:слабая"", ""shape:округлая"", ""area:маленький"", ""borders:умеренно неровные"", ""structure_order:средне упорядоченная""]"
images/1060.jpg,"[""asymmetry:слабая"", ""contrast:выраженный"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:выраженный"", ""rim:тёмный ободок по краю"", ""delta_V_inner_rim:темнее_центра"", ""elongation:умеренно вытянутая"", ""shape:округлая"", ""area:маленький"", ""lbp_std:высокий""]"
images/1061.jpg,"[""color_homogeneity:цвет однородный"", ""dominant_hue:красновато-коричневый"", ""color_distance_euclidean:умеренный"", ""delta_S_center_periphery:умеренно_выше"", ""elongation:вытянутая"", ""shape:овальная"", ""perimeter:маленький"", ""fractal_dimension:умеренно_изрезанная"", ""structure_order:средне упорядоченная"", ""glcm_energy:средняя""]"
images/1062.jpg,"[""pigmentation:с примесью красного или синего"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_V_center_periphery:значительно_темнее"", ""delta_V_top_bottom:слабая"", ""shape:овальная"", ""perimeter:средний"", ""eccentricity:умеренно_вытянутая"", ""fractal_dimension:гладкая"", ""lbp_std:средний""]"
images/1063.jpg,"[""asymmetry:умеренная"", ""palette:монотонная"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""mean_V_lesion:средняя"", ""delta_H_center_periphery:краснее_периферии"", ""delta_V_center_periphery:значительно_темнее"", ""delta_V_top_bottom:слабая"", ""shape:овальная"", ""radial_variance:средняя""]"
images/1064.jpg,"[""palette:монотонная"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:умеренный"", ""delta_S_center_periphery:умеренно_выше"", ""delta_V_top_bottom:сильная_низ_верх"", ""shape:овальная"", ""eccentricity:сильно_вытянутая"", ""fractal_dimension:гладкая"", ""structure_order:средне упорядоченная"", ""lbp_std:средний""]"
images/1065.jpg,"[""asymmetry:умеренная"", ""pigmentation:с примесью красного или синего"", ""color_distance_euclidean:умеренный"", ""delta_S_center_periphery:умеренно_выше"", ""delta_S_top_bottom:слабая"", ""elongation:умеренно вытянутая"", ""shape:округлая"", ""fractal_dimension:гладкая"", ""texture:умеренно неоднородная"", ""structure_order:средне упорядоченная""]"
images/1066.jpg,"[""asymmetry:слабая"", ""dominant_hue:красновато-коричневый"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_inner_rim:слегка_темнее"", ""lobulation:лобуляции слабые"", ""shape:овальная"", ""eccentricity:умеренно_вытянутая"", ""fractal_dimension:гладкая"", ""structure_order:средне упорядоченная"", ""glcm_energy:высокая""]"
images/1067.jpg,"[""contrast:умеренный"", ""palette:монотонная"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_inner_rim:темнее_центра"", ""elongation:вытянутая"", ""eccentricity:сильно_вытянутая"", ""radial_variance:высокая"", ""structure_order:средне упорядоченная""]"
images/1068.jpg,"[""contrast:выраженный"", ""palette:монотонная"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:сильный"", ""delta_H_center_periphery:краснее_периферии"", ""delta_V_inner_rim:темнее_центра"", ""delta_V_top_bottom:слабая"", ""lobulation:лобуляции слабые"", ""shape:округлая"", ""perimeter:средний""]"
images/1069.jpg,"[""asymmetry:умеренная"", ""palette:монотонная"", ""pigmentation:с примесью красного или синего"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_S_center_periphery:выше"", ""delta_V_left_right:слабая"", ""shape:овальная"", ""eccentricity:умеренно_вытянутая""]"
images/107.jpg,"[""contrast:умеренный"", ""palette:двухцветная"", ""color_homogeneity:цвет неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_S_center_periphery:выше"", ""delta_V_inner_rim:слегка_темнее"", ""shape:округлая"", ""eccentricity:умеренно_вытянутая"", ""fractal_dimension:умеренно_изрезанная"", ""glcm_energy:низкая""]"
images/1070.jpg,"[""asymmetry:умеренная"", ""palette:монотонная"", ""color_homogeneity:цвет умеренно неоднородный"", ""color_distance_euclidean:выраженный"", ""delta_H_center_periphery:оттенок_как_периферия"", ""delta_V_inner_rim:слегка_темнее"", ""delta_V_top_bottom:слабая"", ""lobulation:лобуляции слабые"", ""shape:овальная"", ""borders:умеренно неровные""]"
images/1071.jpg,"[""asymmetry:умеренная"", ""color_balance_R:норма"", ""color_distance_euclidean:выраженный"", ""delta_S_center_periphery:умеренно_выше"", ""delta_V_inner_rim:слегка_темнее"", ""percent_outlier_dark_pixels:умеренно"", ""shape:овальная"", ""fractal_dimension:гладкая"", ""texture:умеренно неоднородная"", ""glcm_energy:низкая""]"
